PDB ID,Chain ID,Resolution,Chain Length
"3UUE","A","1.45","279"
"3UUL","A","1.95","118"
"3UUL","B","1.95","118"
"3UV0","A","1.90","102"
"3UV0","B","1.90","102"
"3UV1","A","2.00","196"
"3UV1","B","2.00","196"
"3UV5","A","2.03","265"
"3UVJ","A","2.08","225"
"3UVJ","C","2.08","225"
"3UW5","A","1.71","116"
"3UW5","B","1.71","116"
"3UWT","A","2.50","200"
"3UX2","A","1.80","130"
"3UXJ","A","1.40","290"
"3UXJ","B","1.40","290"
"3UXJ","C","1.40","290"
"3UXJ","D","1.40","290"
"3UZE","D","2.04","139"
"3UZE","C","2.04","139"
"3V0R","A","1.90","133"
"3V2B","A","2.20","199"
"3V33","B","2.01","223"
"3V33","A","2.01","223"
"3V34","A","2.00","185"
"3V34","B","2.00","185"
"3V3L","A","1.65","85"
"3V3L","B","1.65","85"
"3V43","A","1.47","112"
"3V46","A","1.55","170"
"3V48","A","2.10","268"
"3V48","B","2.10","268"
"3V4G","A","1.60","180"
"3V4O","A","2.10","245"
"3V4Y","H","2.10","62"
"3V4Y","B","2.10","62"
"3V4Y","D","2.10","62"
"3V4Y","F","2.10","62"
"3V67","A","2.30","138"
"3V67","B","2.30","138"
"3V68","A","1.56","252"
"3V69","B","2.20","140"
"3V69","A","2.20","140"
"3V6G","A","1.82","208"
"3V6G","B","1.82","208"
"3V6I","B","2.25","105"
"3V6I","X","2.25","105"
"3V6I","Y","2.25","187"
"3V6I","A","2.25","187"
"3V6O","A","1.95","206"
"3V6O","B","1.95","206"
"3V77","E","2.10","224"
"3V77","A","2.10","224"
"3V77","F","2.10","224"
"3V77","B","2.10","224"
"3V77","C","2.10","224"
"3V77","D","2.10","224"
"3V7B","A","1.74","151"
"3V7B","B","1.74","151"
"3V7D","C","2.31","169"
"3V7D","A","2.31","169"
"3V7O","A","2.25","227"
"3V7O","B","2.25","227"
"3V7Q","C","1.55","101"
"3V7Q","A","1.55","101"
"3V7Q","B","1.55","101"
"3V9O","A","1.45","143"
"3V9R","C","2.40","90"
"3V9R","D","2.40","88"
"3V9R","A","2.40","90"
"3V9R","B","2.40","88"
"3V9S","A","2.10","235"
"3V9S","B","2.10","235"
"3V9X","B","1.90","235"
"3V9X","C","1.90","235"
"3V9X","D","1.90","235"
"3V9X","A","1.90","235"
"3V9Z","B","1.80","235"
"3V9Z","A","1.80","235"
"3VA0","A","2.20","235"
"3VA0","B","2.20","235"
"3VA4","A","1.54","132"
"3VA4","B","1.54","132"
"3VA9","A","2.30","164"
"3VAA","A","1.70","199"
"3VAA","B","1.70","199"
"3VAA","C","1.70","199"
"3VAF","A","2.49","174"
"3VAF","B","2.49","174"
"3VAG","A","2.19","174"
"3VAG","B","2.19","174"
"3VAH","B","2.50","174"
"3VAH","A","2.50","174"
"3VAI","A","2.20","174"
"3VAI","B","2.20","174"
"3VAJ","A","1.90","174"
"3VAJ","B","1.90","174"
"3VAK","A","2.17","174"
"3VAK","B","2.17","174"
"3VAL","D","2.50","174"
"3VAL","I","2.50","174"
"3VAL","A","2.50","174"
"3VAL","B","2.50","174"
"3VAM","A","2.40","174"
"3VAM","B","2.40","174"
"3VAV","F","1.80","275"
"3VAV","B","1.80","275"
"3VAV","G","1.80","275"
"3VAV","C","1.80","275"
"3VAV","H","1.80","275"
"3VAV","D","1.80","275"
"3VAV","I","1.80","275"
"3VAV","E","1.80","275"
"3VAV","J","1.80","275"
"3VAV","A","1.80","275"
"3VBA","E","2.00","176"
"3VBA","A","2.00","176"
"3VBA","F","2.00","176"
"3VBA","B","2.00","176"
"3VBA","C","2.00","176"
"3VBA","D","2.00","176"
"3VBH","D","2.30","58"
"3VBL","E","1.90","205"
"3VBL","A","1.90","205"
"3VBL","C","1.90","205"
"3VC8","A","2.00","94"
"3VC8","B","2.00","94"
"3VCO","A","1.95","201"
"3VCX","B","1.39","164"
"3VCX","A","1.39","164"
"3VD6","C","1.98","119"
"3VDJ","A","1.70","77"
"3VDZ","B","2.40","111"
"3VDZ","A","2.40","111"
"3VE9","A","1.45","215"
"3VE9","B","1.45","215"
"3VEP","J","2.50","80"
"3VEP","X","2.50","80"
"3VEP","C","2.50","80"
"3VEP","G","2.50","80"
"3VFI","A","1.75","104"
"3VFZ","B","1.90","86"
"3VFZ","A","1.90","86"
"3VGY","C","2.03","58"
"3VH5","A","2.40","140"
"3VHJ","A","1.90","172"
"3VHL","A","2.09","288"
"3VHT","B","2.40","273"
"3VI6","A","1.59","125"
"3VIQ","C","2.20","122"
"3VIQ","D","2.20","85"
"3VIQ","A","2.20","122"
"3VIQ","B","2.20","85"
"3VJR","A","2.40","197"
"3VJR","C","2.40","197"
"3VK0","B","1.88","114"
"3VK0","C","1.88","114"
"3VK0","A","1.88","114"
"3VK5","A","1.39","286"
"3VK5","B","1.39","286"
"3VK6","A","1.90","101"
"3VL9","A","1.20","229"
"3VL9","B","1.20","229"
"3VMT","A","2.30","263"
"3VMT","B","2.30","263"
"3VMY","A","1.47","51"
"3VMY","B","1.47","51"
"3VMY","C","1.47","51"
"3VMY","D","1.47","51"
"3VN3","B","0.95","223"
"3VN3","A","0.95","223"
"3VN5","A","1.98","257"
"3VNW","A","1.97","129"
"3VOK","A","2.00","189"
"3VOL","A","2.40","233"
"3VOQ","A","2.00","125"
"3VOQ","B","2.00","125"
"3VOR","A","0.90","182"
"3VOW","B","2.15","190"
"3VOW","A","2.15","190"
"3VP5","A","1.90","189"
"3VP7","A","2.30","220"
"3VP8","B","1.91","92"
"3VP8","C","1.91","92"
"3VP8","D","1.91","92"
"3VP8","A","1.91","92"
"3VPB","C","1.80","282"
"3VPB","D","1.80","282"
"3VPB","A","1.80","282"
"3VPB","B","1.80","282"
"3VPI","A","1.50","174"
"3VPJ","G","2.50","192"
"3VPJ","H","2.50","192"
"3VPJ","E","2.50","192"
"3VPJ","F","2.50","192"
"3VPY","A","1.70","145"
"3VQJ","A","1.20","219"
"3VQL","A","1.90","115"
"3VQL","B","1.90","115"
"3VR0","D","2.20","283"
"3VR0","A","2.20","283"
"3VR0","B","2.20","283"
"3VR0","C","2.20","283"
"3VRC","A","1.00","131"
"3VRC","B","1.00","131"
"3VRD","A","1.50","174"
"3VSJ","A","2.30","271"
"3VSJ","C","2.30","271"
"3VSQ","A","2.00","208"
"3VSY","A","1.50","132"
"3VSY","B","1.50","132"
"3VTN","A","1.75","101"
"3VTO","P","1.44","115"
"3VTO","Q","1.44","115"
"3VTO","A","1.44","115"
"3VTO","R","1.44","115"
"3VTO","B","1.44","115"
"3VTO","C","1.44","115"
"3VTX","A","1.75","184"
"3VTX","B","1.75","184"
"3VU0","A","1.94","162"
"3VU0","B","1.94","162"
"3VU0","C","1.94","162"
"3VU9","A","1.75","245"
"3VU9","B","1.75","213"
"3VUQ","A","2.05","187"
"3VUQ","B","2.05","187"
"3VUQ","C","2.05","187"
"3VUQ","D","2.05","187"
"3VUS","A","1.65","268"
"3VUS","B","1.65","268"
"3VV1","A","1.50","160"
"3VV1","B","1.50","160"
"3VVV","A","1.35","123"
"3VVY","A","1.63","194"
"3VVY","B","1.63","194"
"3VVY","C","1.63","194"
"3VVY","D","1.63","194"
"3VWB","A","2.42","143"
"3VWC","A","1.50","149"
"3VXV","A","2.00","69"
"3VXX","A","2.20","69"
"3VYB","A","2.40","69"
"3VYP","A","1.40","269"
"3VYP","B","1.40","269"
"3VYX","A","2.29","114"
"3VZ9","D","1.03","73"
"3VZ9","B","1.03","106"
"3VZX","A","1.54","228"
"3VZX","B","1.54","228"
"3W06","A","1.15","272"
"3W0E","B","1.80","68"
"3W0E","A","1.80","68"
"3W0F","A","2.00","287"
"3W0T","D","1.35","187"
"3W0T","A","1.35","187"
"3W0T","B","1.35","187"
"3W0T","C","1.35","187"
"3W15","B","1.80","101"
"3W1O","A","1.85","119"
"3W1O","B","1.85","119"
"3W1Y","C","2.30","103"
"3W1Z","A","2.40","143"
"3W1Z","B","2.40","143"
"3W1Z","C","2.40","143"
"3W1Z","D","2.40","143"
"3W20","A","1.77","273"
"3W20","B","1.77","273"
"3W34","A","1.91","211"
"3W34","B","1.91","211"
"3W3C","A","2.43","143"
"3W3W","B","2.20","69"
"3W42","A","1.06","199"
"3W42","B","1.06","199"
"3W4S","B","1.78","273"
"3W4S","A","1.78","273"
"3W4Y","A","2.00","120"
"3W4Y","B","2.00","120"
"3W4Y","C","2.00","120"
"3W57","A","1.66","131"
"3W57","B","1.66","131"
"3W5J","A","1.93","204"
"3W5J","B","1.93","204"
"3W5X","A","1.60","108"
"3W63","A","1.90","83"
"3W68","A","2.05","266"
"3W68","B","2.05","266"
"3W68","C","2.05","266"
"3W68","D","2.05","266"
"3W6B","A","1.90","183"
"3W6B","B","1.90","183"
"3W6B","C","1.90","183"
"3W6B","D","1.90","183"
"3W6K","B","2.37","92"
"3W6K","C","2.37","92"
"3W6K","E","2.37","92"
"3W6K","F","2.37","92"
"3W6S","B","1.90","243"
"3W6S","C","1.90","243"
"3W6S","A","1.90","243"
"3W8H","B","2.43","78"
"3W8I","B","2.40","76"
"3W9K","A","1.80","139"
"3W9R","A","1.90","189"
"3W9U","A","2.00","290"
"3WA0","G","2.31","96"
"3WA0","H","2.31","96"
"3WBM","A","2.00","97"
"3WBM","B","2.00","97"
"3WBM","C","2.00","97"
"3WBM","D","2.00","97"
"3WCS","A","1.75","254"
"3WCS","B","1.75","254"
"3WCX","A","2.00","298"
"3WDC","A","1.18","153"
"3WDN","A","0.86","125"
"3WE5","A","1.70","173"
"3WE5","B","1.70","173"
"3WE9","A","1.92","274"
"3WEB","A","1.70","132"
"3WEW","A","2.40","258"
"3WFN","B","1.95","182"
"3WFN","C","1.95","182"
"3WFN","D","1.95","182"
"3WFN","E","1.95","182"
"3WG3","A","1.35","178"
"3WG3","B","1.35","178"
"3WGE","A","0.95","113"
"3WHJ","A","1.65","122"
"3WI3","B","2.40","292"
"3WI3","C","2.40","292"
"3WI3","A","2.40","292"
"3WIA","C","1.77","287"
"3WIA","H","1.77","287"
"3WIA","D","1.77","287"
"3WIA","I","1.77","287"
"3WIA","E","1.77","287"
"3WIA","A","1.77","287"
"3WIA","F","1.77","287"
"3WIA","B","1.77","287"
"3WIA","G","1.77","287"
"3WIS","A","1.90","199"
"3WIT","A","1.95","82"
"3WMD","A","2.00","160"
"3WMD","B","2.00","160"
"3WMI","A","1.90","57"
"3WMQ","A","1.60","94"
"3WO2","B","2.33","157"
"3WO2","C","2.33","157"
"3WO2","D","2.33","157"
"3WO2","A","2.33","157"
"3WO9","A","2.30","248"
"3WOE","B","2.35","106"
"3WOE","C","2.35","130"
"3WOE","D","2.35","106"
"3WOE","A","2.35","130"
"3WOZ","B","2.20","232"
"3WOZ","C","2.20","232"
"3WOZ","D","2.20","232"
"3WOZ","A","2.20","232"
"3WP4","A","1.27","228"
"3WPP","A","1.95","207"
"3WQB","B","1.41","148"
"3WQL","D","2.10","296"
"3WQL","A","2.10","296"
"3WQL","B","2.10","296"
"3WQL","C","2.10","296"
"3WTD","A","2.35","168"
"3WTD","B","2.35","168"
"3WTS","G","2.35","142"
"3WTS","H","2.35","166"
"3WTS","B","2.35","142"
"3WTS","C","2.35","166"
"3WTT","G","2.35","142"
"3WTT","H","2.35","166"
"3WTT","B","2.35","142"
"3WTT","C","2.35","166"
"3WU1","A","2.40","123"
"3WU1","B","2.40","109"
"3WUC","B","1.60","137"
"3WUC","A","1.60","137"
"3WUR","A","1.45","171"
"3WUR","B","1.45","171"
"3WUZ","A","1.30","120"
"3WV7","B","1.60","218"
"3WV7","C","1.60","218"
"3WV7","A","1.60","218"
"3WVA","A","1.40","170"
"3WVA","B","1.40","170"
"3WVD","A","1.18","207"
"3WVG","A","2.25","300"
"3WVG","B","2.25","300"
"3WVG","C","2.25","300"
"3WVG","D","2.25","300"
"3WVK","A","2.00","300"
"3WVK","B","2.00","300"
"3WVK","C","2.00","300"
"3WVK","D","2.00","300"
"3WVP","A","2.30","300"
"3WVP","B","2.30","300"
"3WVP","C","2.30","300"
"3WVP","D","2.30","300"
"3WVT","A","1.60","189"
"3WVZ","A","1.88","201"
"3WVZ","B","1.88","201"
"3WWL","A","1.20","54"
"3WWN","A","1.85","269"
"3WWT","A","2.00","139"
"3WWT","B","2.00","119"
"3WWV","A","2.40","80"
"3WX4","A","1.90","100"
"3WYD","B","1.53","228"
"3WYD","A","1.53","228"
"3WYF","B","2.22","238"
"3WYF","E","2.22","238"
"3WZ1","A","1.60","282"
"3WZ2","B","2.25","245"
"3WZ2","C","2.25","245"
"3WZ2","D","2.25","245"
"3WZ2","E","2.25","245"
"3WZ2","A","2.25","245"
"3WZ3","A","1.50","144"
"3WZS","A","1.70","163"
"3X0I","A","0.91","170"
"3X1L","F","2.10","155"
"3X1L","G","2.10","155"
"3X1O","A","2.20","208"
"3X1O","B","2.20","208"
"3X2M","A","0.64","180"
"3X30","A","1.92","227"
"3X34","A","0.76","94"
"3X37","A","2.35","123"
"3X37","B","2.35","133"
"3X38","C","1.80","89"
"3X38","D","1.80","89"
"3X38","A","1.80","89"
"3X38","B","1.80","89"
"3X3F","A","2.10","142"
"3ZBD","B","1.49","113"
"3ZBD","A","1.49","113"
"3ZBO","A","1.58","241"
"3ZBO","B","1.58","241"
"3ZCD","A","1.55","296"
"3ZCD","B","1.55","296"
"3ZD2","A","1.99","125"
"3ZD2","B","1.99","125"
"3ZD9","A","2.00","251"
"3ZDA","A","1.50","251"
"3ZDB","A","1.47","251"
"3ZDC","A","1.53","251"
"3ZDD","A","1.50","251"
"3ZDM","C","1.80","81"
"3ZDM","D","1.80","72"
"3ZDM","E","1.80","72"
"3ZDM","A","1.80","72"
"3ZDM","F","1.80","81"
"3ZDM","B","1.80","72"
"3ZDO","F","2.07","84"
"3ZDO","B","2.07","84"
"3ZDO","G","2.07","84"
"3ZDO","C","2.07","84"
"3ZDO","H","2.07","84"
"3ZDO","D","2.07","84"
"3ZDO","E","2.07","84"
"3ZDO","A","2.07","84"
"3ZED","F","2.20","242"
"3ZED","D","2.20","242"
"3ZED","E","2.20","242"
"3ZEU","A","1.65","231"
"3ZEU","D","1.65","231"
"3ZGH","A","2.00","205"
"3ZH7","A","2.10","127"
"3ZHG","A","1.87","158"
"3ZHG","B","1.87","158"
"3ZHG","C","1.87","158"
"3ZHN","A","1.40","159"
"3ZHO","A","1.20","197"
"3ZHO","B","1.20","197"
"3ZIA","I","2.50","61"
"3ZIA","S","2.50","61"
"3ZIG","B","2.50","86"
"3ZIG","A","2.50","86"
"3ZIH","A","2.00","95"
"3ZIH","B","2.00","95"
"3ZIJ","B","1.40","78"
"3ZIJ","A","1.40","78"
"3ZIX","E","1.90","286"
"3ZIX","A","1.90","286"
"3ZIX","F","1.90","286"
"3ZIX","B","1.90","286"
"3ZIX","C","1.90","286"
"3ZIX","D","1.90","286"
"3ZJ0","A","1.80","206"
"3ZJA","A","1.48","140"
"3ZJB","A","1.84","197"
"3ZJB","B","1.84","197"
"3ZJB","C","1.84","197"
"3ZLC","A","2.00","252"
"3ZLC","B","2.00","252"
"3ZMD","A","1.95","178"
"3ZMD","B","1.95","178"
"3ZMD","C","1.95","178"
"3ZMD","D","1.95","178"
"3ZMF","A","1.85","113"
"3ZMF","B","1.85","113"
"3ZMF","C","1.85","113"
"3ZN3","A","1.90","291"
"3ZN4","A","1.26","173"
"3ZN6","A","1.53","291"
"3ZNU","I","1.65","94"
"3ZNU","E","1.65","94"
"3ZNU","J","1.65","94"
"3ZNU","A","1.65","94"
"3ZNU","F","1.65","94"
"3ZNU","B","1.65","94"
"3ZNU","G","1.65","94"
"3ZNU","C","1.65","94"
"3ZNU","H","1.65","94"
"3ZNU","D","1.65","94"
"3ZNV","A","1.30","275"
"3ZO5","B","2.15","89"
"3ZOH","B","1.65","178"
"3ZOH","C","1.65","178"
"3ZOH","D","1.65","178"
"3ZOH","A","1.65","178"
"3ZOJ","A","0.88","279"
"3ZOQ","B","1.45","56"
"3ZOQ","C","1.45","56"
"3ZP5","A","2.00","102"
"3ZPN","C","2.36","133"
"3ZPN","D","2.36","133"
"3ZPN","A","2.36","133"
"3ZPN","B","2.36","133"
"3ZPY","A","1.43","248"
"3ZPY","B","1.43","248"
"3ZQO","A","1.68","72"
"3ZQO","O","1.68","72"
"3ZQO","F","1.68","72"
"3ZQO","K","1.68","72"
"3ZQO","B","1.68","72"
"3ZQO","P","1.68","72"
"3ZQO","G","1.68","72"
"3ZQO","L","1.68","72"
"3ZQO","C","1.68","72"
"3ZQO","Q","1.68","72"
"3ZQO","H","1.68","72"
"3ZQO","M","1.68","72"
"3ZQO","D","1.68","72"
"3ZQO","R","1.68","72"
"3ZQO","I","1.68","72"
"3ZQO","N","1.68","72"
"3ZQO","E","1.68","72"
"3ZQO","J","1.68","72"
"3ZQS","B","2.00","186"
"3ZQS","A","2.00","186"
"3ZR8","X","0.90","65"
"3ZRD","A","1.74","200"
"3ZRD","B","1.74","200"
"3ZRG","A","1.75","67"
"3ZRG","B","1.75","67"
"3ZRX","A","1.25","115"
"3ZRX","B","1.25","115"
"3ZS7","A","2.00","300"
"3ZSJ","A","0.86","138"
"3ZT9","A","1.75","193"
"3ZUC","A","1.00","153"
"3ZUI","A","1.71","150"
"3ZVK","E","2.50","78"
"3ZVK","F","2.50","78"
"3ZVK","G","2.50","78"
"3ZVK","H","2.50","78"
"3ZVQ","B","2.00","58"
"3ZVQ","A","2.00","70"
"3ZVS","A","1.40","160"
"3ZVS","B","1.40","160"
"3ZVS","C","1.40","160"
"3ZVZ","B","1.45","57"
"3ZWL","E","2.20","50"
"3ZWL","F","2.20","50"
"3ZWN","A","1.80","260"
"3ZWN","B","1.80","260"
"3ZX4","A","1.74","259"
"3ZX4","B","1.74","259"
"3ZXC","A","1.40","77"
"3ZXC","B","1.40","77"
"3ZXO","B","1.90","129"
"3ZXO","A","1.90","129"
"3ZXW","H","2.10","118"
"3ZXW","B","2.10","118"
"3ZXW","D","2.10","118"
"3ZXW","F","2.10","118"
"3ZYL","A","1.70","271"
"3ZYL","B","1.70","271"
"3ZYP","A","1.50","218"
"3ZYQ","A","1.48","226"
"3ZZL","A","1.67","70"
"3ZZL","B","1.67","70"
"3ZZL","C","1.67","70"
"3ZZO","A","1.15","95"
"3ZZS","A","1.49","65"
"3ZZS","F","1.49","65"
"3ZZS","B","1.49","65"
"3ZZS","G","1.49","65"
"3ZZS","C","1.49","65"
"3ZZS","H","1.49","65"
"3ZZS","D","1.49","65"
"3ZZS","I","1.49","65"
"3ZZS","E","1.49","65"
"3ZZY","B","1.40","130"
"3ZZY","A","1.40","130"
"4A02","A","0.95","166"
"4A0E","A","2.04","123"
"4A0E","B","2.04","123"
"4A0T","A","1.90","228"
"4A0T","B","1.90","228"
"4A0T","C","1.90","228"
"4A0Z","A","1.90","190"
"4A0Z","B","1.90","190"
"4A1R","A","1.92","149"
"4A1R","B","1.92","149"
"4A1R","C","1.92","149"
"4A1R","D","1.92","149"
"4A20","A","1.78","98"
"4A29","A","1.10","258"
"4A2V","A","1.44","131"
"4A3N","A","2.40","71"
"4A3P","A","1.40","217"
"4A3X","A","1.65","227"
"4A3Z","A","1.55","161"
"4A42","A","1.55","149"
"4A42","B","1.55","149"
"4A4Y","A","1.57","146"
"4A56","A","1.24","93"
"4A5X","A","1.91","86"
"4A5X","B","1.91","86"
"4A69","D","2.06","94"
"4A69","C","2.06","94"
"4A6H","A","1.45","120"
"4A6H","B","1.45","120"
"4A6H","C","1.45","120"
"4A6H","D","1.45","120"
"4A6P","A","1.50","231"
"4A6Q","A","1.50","143"
"4A75","E","1.75","90"
"4A75","G","1.75","90"
"4A75","A","1.75","90"
"4A75","C","1.75","90"
"4A76","G","1.92","90"
"4A76","A","1.92","90"
"4A76","C","1.92","90"
"4A76","E","1.92","90"
"4A7W","A","1.80","240"
"4A7W","B","1.80","240"
"4A8J","C","2.10","280"
"4A8J","E","2.10","270"
"4A8J","F","2.10","280"
"4A8J","B","2.10","270"
"4A8U","A","1.16","159"
"4A8X","A","1.90","88"
"4A91","A","1.75","298"
"4A94","C","1.70","53"
"4A94","D","1.70","53"
"4A9Z","B","2.29","61"
"4A9Z","C","2.29","61"
"4A9Z","D","2.29","61"
"4A9Z","A","2.29","61"
"4AA7","A","2.00","231"
"4AA7","B","2.00","231"
"4ABM","A","1.80","79"
"4ABM","B","1.80","79"
"4ABM","C","1.80","79"
"4ABM","D","1.80","79"
"4ABT","B","2.22","286"
"4ABT","A","2.22","286"
"4ABX","D","2.04","175"
"4ABX","A","2.04","175"
"4ABX","B","2.04","175"
"4ABX","C","2.04","175"
"4ACI","A","1.65","191"
"4ACI","B","1.65","191"
"4ACJ","A","0.97","167"
"4ACK","B","2.15","185"
"4ACK","A","2.15","185"
"4ACV","A","2.40","129"
"4ADN","A","1.65","222"
"4ADN","B","1.65","222"
"4ADZ","A","1.70","136"
"4ADZ","B","1.70","136"
"4AE5","D","1.85","167"
"4AE5","A","1.85","167"
"4AE5","B","1.85","167"
"4AE5","C","1.85","167"
"4AE8","D","1.59","211"
"4AE8","A","1.59","211"
"4AE8","B","1.59","211"
"4AE8","C","1.59","211"
"4AEQ","A","1.89","98"
"4AEZ","C","2.30","223"
"4AEZ","F","2.30","223"
"4AEZ","I","2.30","223"
"4AFF","A","1.05","116"
"4AFH","E","1.88","230"
"4AFH","A","1.88","230"
"4AFH","B","1.88","230"
"4AFH","C","1.88","230"
"4AFH","D","1.88","230"
"4AFL","D","2.28","104"
"4AFL","E","2.28","104"
"4AFL","A","2.28","104"
"4AFL","F","2.28","104"
"4AFL","B","2.28","104"
"4AFL","C","2.28","104"
"4AFM","A","1.25","134"
"4AFY","B","2.01","274"
"4AFY","A","2.01","274"
"4AG7","A","1.55","165"
"4AG7","B","1.55","165"
"4AGH","A","1.79","158"
"4AGK","A","1.81","158"
"4AGR","A","2.10","146"
"4AGR","B","2.10","146"
"4AGR","C","2.10","146"
"4AGR","D","2.10","146"
"4AIV","A","2.00","119"
"4AIW","A","1.50","154"
"4AJY","V","1.73","163"
"4AJY","B","1.73","118"
"4AJY","C","1.73","97"
"4AK2","A","1.35","288"
"4AKZ","D","2.25","138"
"4AKZ","E","2.25","138"
"4AKZ","A","2.25","138"
"4AKZ","B","2.25","138"
"4AKZ","C","2.25","138"
"4AL0","A","1.16","152"
"4AL7","A","2.32","191"
"4ALO","B","2.37","181"
"4ALO","A","2.37","181"
"4ALP","D","1.48","90"
"4ALP","A","1.48","90"
"4ALP","B","1.48","90"
"4ALP","C","1.48","90"
"4ALY","A","2.40","279"
"4ALY","B","2.40","279"
"4ANN","A","1.05","215"
"4ANO","A","1.70","219"
"4AP4","A","2.21","133"
"4AP9","D","1.78","201"
"4AP9","A","1.78","201"
"4AP9","B","1.78","201"
"4AP9","C","1.78","201"
"4APX","B","1.65","242"
"4AQI","A","1.70","109"
"4AQO","A","0.99","92"
"4AQP","B","2.45","126"
"4AQP","C","2.45","126"
"4AQP","D","2.45","126"
"4AQP","A","2.45","126"
"4AQR","D","1.95","57"
"4AQU","A","2.30","152"
"4AQU","B","2.30","152"
"4AQX","A","2.20","152"
"4AQX","B","2.20","152"
"4ARN","B","2.41","279"
"4ARN","C","2.41","279"
"4ARN","D","2.41","279"
"4ARN","A","2.41","279"
"4ART","A","2.15","279"
"4ART","B","2.15","279"
"4ATE","A","1.10","266"
"4ATG","A","1.89","196"
"4ATH","A","1.95","83"
"4ATH","B","1.95","83"
"4ATM","A","1.78","243"
"4ATO","A","2.20","194"
"4AU1","A","1.45","229"
"4AUP","A","1.90","123"
"4AUP","B","1.90","123"
"4AVR","A","1.08","95"
"4AVR","B","1.08","95"
"4AVS","C","1.40","204"
"4AVS","D","1.40","204"
"4AVS","E","1.40","204"
"4AVS","A","1.40","204"
"4AVS","B","1.40","204"
"4AX2","A","1.88","142"
"4AXI","B","1.51","125"
"4AXI","A","1.51","125"
"4AXO","A","1.00","151"
"4AXO","B","1.00","151"
"4AXV","A","2.17","243"
"4AXZ","A","2.09","273"
"4AY0","A","1.52","218"
"4AY0","B","1.52","218"
"4AY9","D","2.50","92"
"4AY9","E","2.50","111"
"4AY9","G","2.50","92"
"4AY9","A","2.50","92"
"4AY9","H","2.50","111"
"4AY9","B","2.50","111"
"4AYA","B","2.10","97"
"4AYA","A","2.10","97"
"4AYC","A","1.90","138"
"4AYL","A","1.92","246"
"4AZ3","B","2.04","155"
"4AZ3","A","2.04","300"
"4AZZ","A","1.70","172"
"4AZZ","B","1.70","172"
"4B0A","A","1.97","278"
"4B0H","B","1.18","144"
"4B0H","C","1.18","144"
"4B0H","A","1.18","144"
"4B0M","A","1.80","136"
"4B0M","B","1.80","149"
"4B0Z","A","1.59","229"
"4B0Z","B","1.59","229"
"4B1M","A","1.10","185"
"4B1M","B","1.10","185"
"4B1M","C","1.10","185"
"4B21","A","1.45","232"
"4B22","A","1.90","232"
"4B23","A","2.00","232"
"4B24","A","2.30","232"
"4B29","A","1.72","217"
"4B2F","A","1.88","214"
"4B2K","A","1.70","76"
"4B2O","C","1.64","286"
"4B2O","D","1.64","286"
"4B2O","A","1.64","286"
"4B2O","B","1.64","286"
"4B4C","A","1.62","211"
"4B4Y","A","2.30","154"
"4B53","B","1.80","106"
"4B53","A","1.80","106"
"4B5C","A","2.30","138"
"4B5C","B","2.30","138"
"4B5C","C","2.30","138"
"4B5F","A","2.01","259"
"4B5J","A","2.10","259"
"4B5O","A","1.05","200"
"4B62","A","1.45","157"
"4B6D","F","2.20","61"
"4B6D","B","2.20","61"
"4B6D","C","2.20","61"
"4B6D","D","2.20","61"
"4B6D","E","2.20","61"
"4B6D","A","2.20","61"
"4B6G","A","1.40","283"
"4B6G","B","1.40","283"
"4B6I","C","1.95","102"
"4B6I","D","1.95","102"
"4B6I","A","1.95","102"
"4B6I","B","1.95","102"
"4B6M","A","1.59","84"
"4B6M","B","1.59","84"
"4B6W","A","2.35","86"
"4B6X","A","2.20","90"
"4B6X","B","2.20","90"
"4B89","A","1.50","249"
"4B8A","B","2.40","286"
"4B8E","A","1.78","195"
"4B8E","B","1.78","195"
"4B8N","D","1.95","91"
"4B8N","A","1.95","91"
"4B8N","B","1.95","91"
"4B8N","C","1.95","91"
"4B8V","A","1.59","228"
"4B8X","A","1.25","147"
"4B8X","B","1.25","147"
"4B8Y","A","1.90","277"
"4B93","A","2.00","189"
"4B93","B","2.00","269"
"4B94","C","2.20","181"
"4B94","D","2.20","181"
"4B94","A","2.20","181"
"4B94","B","2.20","181"
"4B9G","A","1.04","161"
"4B9G","B","1.04","161"
"4B9I","A","1.50","149"
"4B9P","A","1.18","166"
"4B9W","A","2.10","201"
"4B9W","B","2.10","201"
"4BA2","A","2.50","277"
"4BB7","A","2.40","258"
"4BB7","B","2.40","258"
"4BB7","C","2.40","258"
"4BB7","D","2.40","258"
"4BBK","A","2.10","165"
"4BBO","A","1.60","118"
"4BBO","B","1.60","118"
"4BBO","C","1.60","118"
"4BBO","D","1.60","118"
"4BEG","A","1.42","178"
"4BEG","B","1.42","178"
"4BEM","J","2.10","182"
"4BFG","A","2.08","216"
"4BFO","A","1.17","106"
"4BG7","A","1.90","102"
"4BG7","B","1.90","102"
"4BGC","A","1.20","102"
"4BGL","B","1.90","125"
"4BGL","C","1.90","125"
"4BGL","D","1.90","125"
"4BGL","A","1.90","125"
"4BGO","A","1.60","285"
"4BGO","B","1.60","285"
"4BGP","A","1.80","236"
"4BH5","D","1.57","142"
"4BH5","A","1.57","142"
"4BH5","B","1.57","142"
"4BH5","C","1.57","142"
"4BHK","A","2.32","171"
"4BHK","B","2.32","171"
"4BHQ","A","2.05","163"
"4BHQ","B","2.05","163"
"4BHR","A","1.70","95"
"4BHR","B","1.70","95"
"4BHX","A","1.95","94"
